words level
noix B2
"noix de coco" B2
nom A1.1
"nom de famille" A1.1
"nom de femme mariee" A2
"nom de jeune fille" A2
nombre A1
nommer B1
"non natif" B2
"non titulaire" B2
nonchalant B2
non-croyant B2
non-fumeur B2
non-pratiquant B2
non-voyant B1
nord A1
nord-est B1
nord-ouest B1
normal A1
normalement B1
normalite B2
nostalgie B2
notamment B2
notation B2
note A1
noter B2
"notes de cours" B2
notion B2
"n'oubliez pas" A1
nouer B2
nouilles B2
nourrir B1
nourrissant B2
nourriture B2
nouveau A1.1
"nouvel arrivant" B1
nouvelles B2
novembre A1.1
noyau B1
noyer B2
nuage A1
nuageux B1
nuance B1
nuit A1.1
nul A2
"nulle part" B1
nullite B2
numerique B1
numero A1.1
"numero de compte" B2
"numero de securite sociale" B1
nutritif B2
nutrition B2
nylon B2
obese B2
objectif B1
objet A1
"objets trouves" B1
obligatoire B1
oblique B2
obliquer B2
obscur B2
obscurite B1
observer B1
obstacle B2
"obtenir  " B1
"obtenir la nationalite" B1
occasionnel B2
occasionnellement B2
occasionner B2
occupation B2
occupe B1
occuper B2
ocean A1
"ocean Atlantique" B2
Oceanie A2
oceanien B2
oceanique B2
octobre A1.1
oculaire B2
odeur A1
odorant B2
odorat B2
il A1
illet B2
uf A1.1
"uvre d'art" B1
"office de tourisme" B1
officiel B1
offre B2
"offre d'emploi" B1
"offre speciale" B1
offrir A1
oie B2
oignon B2
oiseau A1
olivier B2
ombre B1
omelette B2
omnibus B2
omoplate B2
oncle A2
onde B2
ondee B2
ongle B1
opera B1
operation A1
opere B2
operer A2
ophtamologique B2
ophtamologue B2
opinion B1
opportunite B2
opposer B2
"opposer a" B1
opposition B1
optimisme B1
optimiste B1
option B2
optionnel B2
or B1
orage A1
oral A1
orange A2
oranger B1
orbite B2
orchestre B2
orchidee B2
ordinaire A2
ordinal B2
ordinateur A1
ordonnance A1
ordonne B1
ordonner B1
ordre B2
oreille A1
oreiller B1
oreillons B1
organe B1
"organisation professionnelle" B1
"organisation syndicale" B1
organiser A1
organisme B2
"organisme genetiquement modifie" B2
orgueuil B2
orgueuilleux B2
orientation B2
orienter B2
original B1
originalite B1
origine A1
orphelin B1
orteil B2
orthodoxe B1
orthographe A2
os B1
oscillation B2
oser B2
oter B2
oto-rhino-laryngologie B2
ou A1
ou A1
"ou bien" A2
oublier A2
ouest A1
ouie B2
ouragan B2
ours B2
outils B1
ouvert A2
ouverture A2
"ouverture d'esprit" B2
ouvrage B2
ouvrier B1
ouvrir A1.1
"ouvrir des negociations" B2
ovale B1
oxydation B2
oxyde B2
oxygene B2
pacs B1
pacse B1
pacser B1
paella B2
paiement B1
pain A1.1
"pain au chocolat" B1
"pain aux raisins" B2
"pain complet" B2
"pain de campagne" B2
pair B1
paire B1
paix A1
palace B2
palais B2
"pale " B1
palper B2
pamplemousse B2
pancreas B2
panier B1
panique B2
panne A2
"panne seche" B2
"panneau  " B1
"panneau d'affichage" B1
pansement B1
panser B2
pantalon A1.1
panthere B2
pantoufles B2
papa A1.1
Pape B2
papeterie B1
papier A1.1
"papier hygienique" B2
"papier peint" B1
papiers A1
papier-toilette A2
papoter B2
paprika B2
"Paque juive" B2
paquerette B2
Paques A2
paquet A1
par A1
"par a-coups" B2
"par ailleurs" B2
"par alliance" B2
"par consequent" B2
"par endroits" B2
"par hasard" B2
"par ici" B1
"par intermittence" B2
"par la" B1
"par la-bas" B2
"par moment" B1
"par periodes" B2
"par terre" B1
paraitre B2
parallele B2
parametre B2
parapluie A1
parc A1.1
"parc d'attractions" B1
"parc de stationnement" B2
"parce que" A1
"par-ci par-la" B2
parcourir B2
parcours B2
par-derriere B2
par-dessous B2
par-dessus B2
par-devant B2
pardon A1
pare-brise B2
pare-chocs B2
pareil A1
parent A1.1
"parent proche" B2
parental B1
parenthese B2
"parents adoptifs" B1
"parents biologiques" B1
parfait A1
parfois B2
parfum A1
"parfum de" B1
parfume A2
parfumer A2
pari B2
parka B2
parking A1
parlant B2
parle A2
parlement B1
parlementaire B1
parler A1.1
parole B1
parquer B2
parquet B2
part B1
partage B1
partager B1
partenaire B2
partenariat B2
parti B1
participant B1
participer A2
particule B2
particulier B2
particulierement B2
partie A2
partiel B2
partir A1.1
partout B1
"pas cher" B2
"pas du tout" B1
"pas mal" A1
"pas mal de" B1
"pas ordinaire" B2
"pas un" B2
passable B1
passage B1
"passage a niveau" B2
passager A1
passe B1
"passe compose" A2
"passe simple" B2
passeport A1
passer A1
"passer au mixeur" B2
"passer l'aspirateur" B1
"passer une annonce" B2
"passer une radio" B2
passerelle B2
passe-temps B2
passif B1
passion A2
passionnant B2
"passionner pour" B1
pastel B2
pasteur B2
pastis B2
patch B2
pate B1
pate A2
paternel B1
pates A1
pathologie B2
pathologique B2
patient B1
patinoire B2
patins B2
patisserie A2
patissier A2
patois B2
patriarche B2
patron A2
patronat B2
patte B2
paume B2
paupiere B2
pauvre A1
pavillon B1
payant B1
paye A2
payer A1
pays A1.1
paysage A2
PDG B2
peage B1
peau A1
peche B1
pecher B1
pecheur B2
pectoral B2
pedagogie B2
pediatre B2
pediatrie B2
pediatrique B2
peigne A1
peignoir B2
peindre A2
peine B1
peine B2
peiner B2
peintre A2
peinture B1
peler B1
pelouse A2
penche B1
pencher B1
pendant A1
"pendant que" B2
pendu B2
penetrer B2
penible B1
peninsule B2
pensee B1
penser A1
"pension  " B1
"pension complete" B1
percant B2
perceptible B2
perception B1
percevoir B2
percussions B2
perdant B1
perdre A1
"perdre connaissance" B2
"perdre la nationalite" B1
perdrix B2
perdu B1
pere A1.1
perfectionnement B2
performance B2
perfusion B2
perime B2
perimetre B2
periode B1
periodicite B2
periodique B2
peripherie B2
peripherique B2
permanent B1
permettre B1
"permis de conduire" A1
"permis de sejour" B2
permission B1
perpendiculaire B2
perruque B2
persil B2
persistance B2
persistant B2
persister B2
personnalite B2
personne A1.1
"personne agee" B2
personnel A2
perte B1
pesant B2
pesanteur B2
peser A1
peso B2
pessimisme B1
pessimiste B1
petanque B2
peter B2
petillant B2
petit A1.1
"petit ami" A2
"petit boulot" B1
"petit four" B2
"petit nom" B2
"petit pain" B2
"petit pain au lait" B2
petit-dejeuner A1.1
"petite annonce" A2
"petite cuiller" B1
petite-fille A2
petite-niece B2
petit-fils A2
petit-neveu B2
"petits chevaux" B2
"petits pois" B2
petits-enfants A2
petrole B2
peu A1
"peu a peu" B2
"peu de" B2
peuplier B2
peur A2
peureux B1
peut-etre A1.1
phalange B2
phare A2
pharmaceutique B2
pharmacie A1
pharmacien A2
phase B2
phenomene B2
philosophe B1
philosophie B2
philosophique B1
phonetique A2
photo A1
photo- B2
"photo " A1.1
photocopie A2
photocopier A2
photocopieuse B1
photographie A2
photographique B2
phrase A1
physique B1
piano A1
pic B2
pichet B2
pickpocket B1
pie B2
"piece " A1.1
"piece de rechange" B2
"piece de theatre" A2
"piece d'identite" A1
pieces B2
pied A1.1
pierre B1
pile B2
pilote B1
piloter B1
piment B2
pin B2
pincee B2
ping-pong B2
pintade B2
piolet B2
pion B2
pipe B2
piquant B2
pique-nique A2
pique-niquer B1
"piquet de greve" B2
piqure A2
pire B1
piscine A1
"piste  " B1
"piste cyclable" B1
pistolet B2
piston B2
pittoresque B2
pivoine B2
pizza A1
placard B1
place A1
place B1
placements B2
placer B2
plafond B1
plage A1.1
plaie B2
plaindre B2
plaine B2
plainte B1
plaintif B2
plaire B1
plaisanter B1
plaisanterie B1
plaisir A2
plan B1
"plan de carriere" B2
"plan d'eau" B2
"plan d'epargne-logement" B2
"plan social" B2
"planche a voile" B2
plancher B2
planete A2
plantaire B2
plante A1
plaque B2
plaquette B2
plasticien B2
plastique A2
plat A1
"plat cuisine" B1
"plat du jour" A2
platane B2
plateau B2
plateforme B2
platre B2
plein A1
pleurer A2
"pleuvoir a seaux" B2
plexiglas B2
plier B2
plomb B2
plombage B2
plombe B2
plombier A2
plonger B2
pluie A1.1
plupart B1
pluriel A1
plurilingue B1
plus A1.1
"plus de" B2
"plus loin" A2
"plus pres" A2
"plus tard" A2
"plus tot" A2
plusieurs B1
pluvieux B2
pneu B1
podologue B2
poele A2
poesie B2
poids A1
"poids lourd" B2
poignet B2
poil B1
poing B2
point A1
pointure A1
poire B1
poireau B1
poirier B2
poisseux B2
poisson A1.1
poissonnerie B1
poissonnier A2
poitrine B1
poivre A1
poivre B1
poivrer B1
poker B2
polaire B1
pole B1
Pole-emploi B1
police A1
police-secours B2
policier A2
politique A1
pollution B1
polonais A2
polyester B2
polygamie B2
polygone B2
polynome B2
polystyrene B2
polyvalent B2
pommade B2
pomme A1.1
"pomme d'adam" B2
"pomme de terre" B1
pommier B1
"pompe a essence" B2
pompier A1
pompiste B2
ponctuation B2
pont A1
pope B2
populaire B2
populiste B2
porc A1
porche B2
port B1
portable A2
porte A1.1
"porte d'embarquement" B2
portee B2
porter A2
"porter plainte" B1
porteur B1
"porteur de handicap" B2
portier B2
portiere B1
portion B2
porto B2
pose B2
pose B2
poser A2
positif B2
position B1
positionne B2
possibilite A2
possible A1.1
postal A2
poste A1
"poste de police" A2
"poste de travail" B1
"poste electrique" B2
"poste restante" B2
poster A2
posterieur B2
posterite B2
postulat B2
postuler B2
pot B2
potager B1
potasser B2
pot-au-feu B2
potentiel B2
poubelle A2
pouce B1
poudre B1
poulain B2
poule A1
poulet A1
poumon B1
pour A1
"pour commencer" B2
"pour finir" B2
"pour la x fois" B2
"pour le moment" B1
"pour l'instant" B1
pourboire B1
pourcentage B1
pourquoi A2
pourri B2
poursuite B2
poursuivant B2
poursuivre B1
pourtant B1
pousser A2
poussin B2
pouvoir B2
"pouvoir d'achat" B1
prairie B2
praline B2
pratiquant B2
pratique B1
pratiquer B1
pre B2
prealable B2
preavis B2
precaire B2
precarite B2
precedent B1
preche B2
precher B2
precieux B2
precipitations B2
precipite B2
precipiter B2
precuit B2
predicateur B2
predisposition B2
prefecture A2
preferer A2
Prehistoire B2
prehistorique B2
premier A1
"premier ministre" A2
prendre A1.1
"prendre de l'essence" B2
"prendre part" B2
"prendre sa retraite" A2
"prendre sa temperature" B1
"prendre son petit-dejeuner" B2
"prendre un bain" B1
"prendre un verre" B1
"prendre une direction" B2
prenom A1.1
preoccupant B2
preparation B2
preparer A1
prepose B2
preretraite B2
preretraite B2
pres A1.1
prescription B2
prescrire B2
presence B2
present A1
presentateur B2
presentation B1
presenter A1
preserver B2
presidence B1
president A2
presidentiel B2
presque A2
presqu'ile B2
presse B1
presser B2
pression B2
"pression atmospherique" B2
pret B1
pretentieux B2
preter B1
"preter serment" B2
pretre B1
preuve B1
prevision B1
prevoir B1
prier B1
priere B1
primaire B1
prime B2
principal A2
principalement B2
principe B1
printannier B2
printemps A1.1
priorite B1
prise B2
"prise de sang" A2
prisme B2
prive A2
prix A1.1
probabilite B2
probable B1
probablement A2
probleme A2
proces-verbal B2
prochain A1
proche B1
proclamation B2
producteur B1
productif B1
production A1
produire B1
"produits d'entretien" B2
"produits laitiers" B1
professeur A1.1
profession A1
professionnel A2
profil B2
"profiter " A2
profond A2
profondeur B1
programmation B1
programme A1.1
progres B1
progresser B1
progressif B2
progression B1
progressivement B1
projection B2
projet A2
projeter B2
prolongation B2
prolongement B2
prolonger B1
promenade A2
promener A1.1
promeneur B1
promesse B1
promettre B1
promotion A2
promouvoir B2
pronom B2
prononcer A1
prononciation B2
propagation B2
proportion B2
proportionnel B2
proposer A2
propre A1
proprete B1
proprietaire B1
proteger B1
proteine B2
protestant B1
protestantisme B2
protestation B1
protester B1
prothese B2
proto- B2
prouver B1
provenance B1
provenir B2
province A2
provincial B2
proviseur B2
provisoire B1
provoquer B1
proximite B2
prudence B1
prune B2
prunier B2
psychiatre B2
psychiatrie B2
psychiatrique B2
psychologue B2
puanteur B2
public A2
publication B2
publicite A1
publier B1
puce B2
puceron B2
pudeur B2
puer B1
puisque B1
puissance B2
puissant B2
pull A1.1
pull-over B2
pulmonaire B2
pupille B2
puree A2
quadrilatere B2
quadruples B2
quai A1
qualification B2
qualite A1
quand B1
"quand meme" B2
quantite B1
quarantaine B2
quart A1
"quart de finale" B2
"quart d'heure" A2
quartier A1.1
quasiment B2
quatuor B2
"quelque part" B1
quelquefois A2
quelques A2
quelques-uns A2
question A1.1
questionnaire B2
questionner B1
queue B2
quintal B2
quintuples B2
quinzaine B2
quitter B1
quoique B2
quote-part B2
quotidien B1
quotient B2
rabais B2
rabbin B1
raccrocher B2
racine B2
racisme A2
raconter A1.1
rade B2
radical B2
radio A1
radio- B2
radiologie A2
radiologique B2
radiologue B2
radiophonique B2
rage B2
raide B1
raie B1
raisin B2
raison B1
raisonnable B1
raisonnablement B1
raisonnement B2
ralentir B1
ralentissement B2
rallye B2
Ramadan A2
ramassage B2
ramasser B1
ramener B1
ramper B2
rancune B2
randonnee A2
randonneur B2
range B1
ranger A2
rapide A1.1
rapidement A2
rapidite B1
rappel B2
rappeler B1
rapport B2
rapprochement B2
"rapprocher " B2
rapprocher B1
raquette A2
rare B1
rarement B1
raser A1
rasoir A1
rassasie B2
rassemblement B2
rassurer B2
rate B2
rate A1
rater A2
rationnel B1
raviolis B2
rayon B2
reaction B1
reagir B2
realisateur B1
realiser B2
reboucher B2
recaler B2
recemment B2
recent B1
recepisse B2
reception A1
receptionniste B1
recession B2
recette A2
receveur B2
recevoir A1.1
rechauffer B1
"recherche d'emploi" B2
rechercher B1
rechute B2
recipient B2
reciproque B2
reclamation B1
reclamer B1
recommencement B2
recommencer B1
recompenser B2
recompose B1
reconforter B2
"reconnaitre que" B1
reconversion B2
recrutement B2
recruter B2
rectal B2
rectangle B1
rectangulaire B1
rectification B2
rectifier B2
rectiligne B2
rectum B2
recul B2
reculer B1
recuperer B2
recyclage B1
recycler B1
redaction B2
rediger B1
redoubler B2
reduction B1
"reduction du temps de travail" B2
reduire B1
reduit B2
reel B2
refectoire B2
referendum B1
reflechir B1
reflexion B1
reformer B1
reformiste B1
refrigerateur A1
refuser A2
"refuser la priorite" B2
regard B1
regarder A1.1
regime B1
region A2
regional A2
regle A2
reglement B1
reglemente B2
regler B1
"regler sur" B2
regret B1
regulier B1
regulierement B1
rejeter B2
rejoindre B2
relatif B2
relation B1
releve B2
relever B1
relier B2
religieuse B2
religieux A2
religion A2
"religion orthodoxe" B2
remarquable B2
remboursement A2
rembourser B1
remede B2
remettre B2
remonter B1
remords B2
remorque B2
remorquer B2
remplacant B2
remplacer B2
rempli B1
remplir A2
remporter B2
remuer B2
remunere B2
renard B2
rencontre A2
rencontrer A1
rendement B2
rendez-vous A1
rendre B2
"rendre la monnaie" B1
"rendre service" A2
"rendre visite" B1
renne B2
renseignements A2
renseigner B1
rentree A1
rentrer A2
renvoyer B2
reparation A2
reparer A2
repartir B1
repas A1
repasser B2
repercussion B2
repete B1
repeter A1.1
repetitif B2
repetition B1
replique B2
repliquer B2
repondeur A2
repondre A1.1
reponse A2
reporter B2
repos B1
reposer A2
reprendre B1
"reprendre le travail" B2
"representant  " B1
"representant du personnel" B1
representatif B2
representation B1
representer B1
reproche B2
reprocher B2
reproduction B1
reptile B2
republicain B2
republique A1
requin A2
RER B2
reseau B2
"reseaux sociaux" B1
reservation A1
reserve B2
reserve B2
reserver A1
residence A1
"residence secondaire" B2
resider B1
resistance B2
resistant B2
resister B2
resolution B2
resoudre B2
respect B1
respecter B1
respectif B2
respectueux B1
respiration B1
respiratoire B1
respirer A2
responsabilite B1
responsable B1
ressemblance B1
ressembler A2
"ressembler  " B1
ressentir B1
ressortissant B2
ressources B2
restant B2
restaurant A1.1
"restaurant universitaire" B1
restauration B2
reste B2
rester A1
"rester celibataire" B2
resto B2
resultat A2
resulter B2
resume B1
resumer B1
retabli B2
retablir B2
retablissement B2
retard A1
retenue B2
retenues B2
retine B2
retirer A1
retombee B2
retour A1
retourner B1
"retrait  " B1
retraite A2
retraite B2
retrancher B2
retroprojecteur B2
retrospective B2
retrouve B2
retrouver A2
retroviseur B2
reunion A1
reunir B2
reussi A1
reussir A2
reussite B1
reveiller B1
revendication B2
revendiquer B2
revenir A2
revenus B2
rever A2
reviser A2
revision B1
revolte B1
revolte B1
revolter B2
revolution B1
revolutionner B2
revue B1
rez-de-chaussee A2
rhetorique B2
rhum B2
rhumatisme B2
rhume B1
riche A1
rideau B2
rien A2
rillettes B1
ring B2
rire A2
risque B1
risquer B1
rite B2
rivage B2
riviere A1
riz A1.1
robe B2
"robe de nuit" B2
robot B2
rocade B2
roche B2
rocher B1
roi A2
role B1
roller B2
rollers B2
roman B1
rompre B2
"rompre des negociations" B2
rond A1
rond-point B2
roquefort B2
rose A1
rotation B2
roti A2
rotir B2
rotule B2
roue A2
"roue de secours" B2
rouge A1.1
rougeole B2
rouget B1
rougeur B1
rougir B1
rouler B1
"rouler a" B2
roulette B2
routard B2
route A1
"route nationale" B1
routier B1
roux A1.1
royalisme B1
royaliste B1
rubrique B1
rude B2
rue A1.1
"rue pietonne" B2
rugby A1
rugueux B2
ruisseau B2
rumsteck B2
rupture B2
rural B1
ruse B2
ruse B2
russe B1
rythme B2
S B2
sable B1
sabre B2
sac A1
"sac a dos" A2
"sac a main" A1
"sac de couchage" B1
"sac de voyage" B2
sachet B2
sacoche B2
sacre B1
sacrement B2
safari B2
sage B1
sage-femme B2
sagesse B1
saignant B1
sain B1
saint B2
saisi B2
saisir B1
"saison " A1.1
saisonnier B2
salade A1.1
"salade de fruits" B2
saladier B2
salaire A2
"salaire minimum" B1
salarie B2
sale A1
sale A1
saler B1
salir B1
salive B2
salle A1.1
"salle a manger" A1
"salle d'attente" B1
"salle de bain" A1.1
"salle de cours" A2
"salle des fetes" A1
"salle d'operation" B2
salon A1.1
salubrite B2
samedi A1.1
SAMU B1
sanctionner B2
sandwich A1
sang A1
sanguin B2
sanitaire B2
sanitaires B1
sans A1.1
"sans arret" B1
"sans ca" B2
"sans cesse" B2
"sans doute" B1
"sans emploi" B1
"sans enfant" B2
"sans papier" B1
"sans plomb" B1
"sans quoi" B2
"sans tarder" B2
"sans valeur" B2
sans-papiers B2
sante A2
sapin A2
sardine B2
satellite B1
satisfaction B1
satisfaire B1
satisfaisant B1
satisfait B1
sauce A2
saucisse B2
saucisson B1
sauf A2
saule B2
saumon A2
saut B1
"saute de veau" B2
sauter A2
sauvage A2
sauver A2
saveur B1
savoir A1.1
savon A1
"savon a barbe" B2
savourer B2
savoureux B2
scanner B1
scarabee B2
scarole B2
scene B1
science A1
sciences B2
"sciences de la terre" B2
"sciences humaines" B2
"sciences sociales" B2
scientifique A1
scolaire B1
scolarite B1
scooter A1
score B2
scorpion B2
scrutin B2
sculpteur B2
sculpture B2
"se baigner" A2
"se marier" A1
"se rappeler" A2
"se retrouver" B1
"se reunir" B1
"se servir de qch" B1
seance B1
sec A1
seche-cheveux A2
secher B2
secheresse B1
second A1
secondaire B1
seconde A1
secouer B2
secourir B1
secours A1
secretaire A2
secretariat B1
secte B2
secteur B1
section B2
"securite  " B1
"securite sociale" B1
seduction B2
seduire B1
segement B2
seigle B2
sein B2
sejour B1
sel A1
selection B1
selectionner B1
self-service B1
semaine A1.1
semblable B1
sembler B1
semelle B2
semestre B2
semestriel B2
seminaire B2
semiologie B2
semoule B2
"s'en aller" B2
senat B1
senateur B2
senior B1
sens B1
"sens interdit" B2
sensation B1
sense B2
sensible B1
senteur B2
sentier B2
sentiment A2
sentir A1
"sentir bon" B2
"sentir mal" B1
separation B1
separe A2
separement B2
separer A2
septembre A1.1
"septembre " A1.1
serein B2
serenite B2
serie B1
serieux A2
serment B2
serpent B2
serpilliere B2
serre B2
serrer B1
serveur A2
serveuse B2
service A2
"service a diner" B2
"service compris" B2
"service de table" B2
"service du personnel" B1
services B2
"services administratifs" B2
serviette A1.1
"serviette de bain" A1.1
servir A1
"servir a" B2
seul A2
severe A2
sexe A1
sexualite B1
sexuel B1
shampooing A1
short A1.1
"short " B2
si A2
"si bien que" B2
"si et seulement si" B2
sida A2
siecle B1
siege B1
sifflement B2
siffler B1
signalisation B2
signature A2
signe B1
signe B2
signer A2
significatif B2
signifier B1
silence A1
silencieux B1
similaire B2
similitude B2
simple A1.1
simplicite B1
simplifier B2
simultane B2
simultaneite B2
simultanement B2
sincere B1
sincerite B1
singulier A1
sinon A2
s'investir B2
sirop A2
site A2
situation B2
"situation de famille" A2
"situation reguliere" B2
situe B1
situer B2
sixieme B2
ski A2
"ski nautique" B2
skier A2
skieur B2
slip A1
slogan B1
SMS A2
snack B2
SNCF B2
sociable B1
social A1
socialisme B1
socialiste B1
societe A1
sociologie B2
soda B1
sodium B2
sur A1.1
soie B1
soif A1
soigner A2
soins B1
soir A1.1
soiree B1
soit B2
soixantaine B2
sol B1
solde B2
soldes A2
sole B1
soleil A1
solidarite A1
solide A2
solidite B1
soliste B2
solitaire B2
solitude B2
solution B1
sombre A2
sommaire B1
somme B1
sommeil B1
sommelier B2
sommet B1
son A1
sondage A2
sonner A2
sonnerie B1
sonnette B1
sonore B1
sonorite B2
sorbet A2
sorte B1
sortie A1.1
sortir A1.1
"sortir avec" A2
soucieux B2
soudain B1
soudainement B2
souffle B2
souffrance B1
souffrant B2
"souffrir  " B1
souffrir B1
soufre B2
soulagement B2
soulevement B2
soulever A2
souligner A2
soupe A1
souper B1
souple B1
souplesse B1
source B2
sourcil B2
sourd B1
souriant B1
sournois B2
sous A1.1
"sous vide" B2
souscrire B2
sous-estimer B2
sous-louer B2
soustraction B1
soustraire B2
sous-verre B2
sous-vetement B2
soutenir B1
soutien B1
soutien-gorge A1
souvent A1.1
spacieux B2
spaghettis B1
sparadrap B2
special A2
specialiste B1
specialite B1
specifique B2
spectacle A1
spectateur A2
sphere B1
spherique B2
spirale B2
sport A1.1
sportif A2
square B1
squat B2
squatter B2
squelette B2
stabiliser B2
stabilite B2
stable B1
stade A1.1
stage A2
stagiaire B1
station A1
"station service" A1
stationnaire B2
stationnement B1
stationner B1
station-service B1
statique B2
statistique B2
steak A2
"steak tartare" B2
stere B2
stethoscope B2
steward B1
stomacal B2
stomatologue B2
stop A2
stopper B2
store B2
stress B1
stresse B1
stresser B1
structure B2
studio A2
stupefiant B2
stupidite B1
stylo A1.1
"stylo a bille" B2
subir B2
subjonctif B1
subordonne B2
subsister B2
substance B1
subtil B2
subventionner B2
succes B1
successif B2
succulent B2
sucre A1.1
sucre A1
"sucre glace" B2
sucrer B1
sud A1
sud-est B1
sud-ouest B1
suffire B2
"suffire a" B1
suffisamment B2
suisse A2
suite B2
suivant B1
suivre B1
"suivre des yeux" B2
"suivre du regard" B1
"suivre un cours" B1
sujet B1
super A1.1
superficie B2
superieur B1
superiorite B1
superlatif B2
supermarche A1
suppleant B2
supplement B1
suppliant B2
supplier B2
support B2
supportable B1
supporter B1
supporteur B2
supposer B1
suppression B2
supprimer A2
sur A1.1
sur A1
"sur le cote de" B2
"sur mesure" B2
surdite B2
surement B1
surestimer B2
surf B2
surface B1
surgele B1
surgeler B2
sur-le-champ B2
surlendemain B2
surnom B2
surpasser B2
surprenant B1
surprendre B1
surprise A2
surtout B2
surveillant B2
survetement A2
suspendre B2
suspension B2
syllabe A1
syllabus B2
symbol B2
symetrie B2
symetrique B2
sympa A1.1
sympathie B1
sympathique A2
sympathisant B2
symptome B2
synagogue A2
synchronisation B2
synchroniser B2
syndicat B1
syndique B2
syntaxe B2
synthese B2
synthetique B2
synthetiser B2
systeme B2
tabac A2
tabagisme B2
table A1
tableau A2
"tableau d'affichage" B2
tablette A1
tabouret B2
tache B1
taille A1
taire B1
talent B1
talon B2
"tandis que" B2
tangente B2
"tant  que" B2
"tant que" B2
tante A2
taper A2
tapis B2
tapisserie B2
taquin B2
taquiner B2
taquinerie B2
tard A1
tarif A2
tarot B2
tarte A2
tartiner B2
tasse A1.1
tasser B2
tater B2
taureau B2
taux B2
taxi A1
technicien B1
technique B2
teckel B2
"Tee shirt" A1.1
tee-shirt B2
teindre B2
teint B2
teinte B2
tele- B2
telefilm B2
telephone A1.1
telephoner A1.1
telespectateur B1
televise B1
television A1.1
televisuel B2
"tellement  que" B1
temoignage B1
tempe B2
temperament B2
temperature A1
tempere B2
temple B1
temporaire B1
temps A1.1
"temps libre" A2
"temps partiel" B2
"temps plein" B2
tendance B1
tendon B2
tendre B1
"tendre l'oreille" B2
tendresse B1
tendu B2
tenir A1
"tenir debout" B2
"tenir en echec" B2
tennis A2
"tennis de table" B2
tension B2
tente A1
tenture B2
tenue B2
TER B2
terme B2
terminal B1
terminer B1
terminus B1
terne B2
terrain A2
terrasse B1
terre A1
"terre battue" B2
"terre cuite" B2
terre-plein B2
terrestre B1
terreur B2
terrible A2
tertiaire B2
test A1
tete A1.1
"tete en l'air" B2
texte A1
textile B2
TGV B2
the A1.1
theatre A1.1
theatre A1
theme B1
theologien B2
theoreme B2
theorie B1
theorique B1
theoriser B2
therapie B2
thermo- B2
thermometre B1
thon A2
thoracique B2
thorax B2
tibia B2
ticket A1.1
"ticket de caisse" B2
tiede B1
tierce B2
tiers B2
tige B2
tigre B1
tilleul B2
timbre A1
timide A2
timidite B1
tir B2
tirage B2
tire-bouchon B2
tirer A2
tisane B2
tissu A2
titres B2
titulaire B2
toilette A1
toilettes A1
tolerance A1
tolerant B1
tolerer B2
tomate B2
tomber A2
"tomber amoureux" B1
"tomber dans le coma" B2
"tomber en panne" B1
"tomber juste" B2
tome B1
tonne B1
tonneau B2
top A2
torchon B2
tordre B2
tordu B2
tornade B2
torrent B2
torrentiel B2
torsion B2
tot A1
total A1
totalite B1
toucher A1
"toucher des interets" B2
toujours A1.1
tour B1
"tour de cou" B2
"tour de poitrine" B1
tourisme A1
touriste A2
touristique B1
tournant B2
tourner A1
tous A2
"tous les + n." B2
tousser A2
tout A2
"tout a coup" B2
"tout a l'heure" A2
"tout contre" B2
"tout de meme" B2
"tout de suite" A2
"tout droit" A1
"tout le temps" A1
"tout pres" B2
toutefois B2
"toutes les + n." B2
toux B1
tracer B2
tract B1
traducteur B1
traduction B1
traduire A2
tragedie B1
tragique A2
train A1.1
trainer B2
trait B2
traitement B1
traiter B1
traiteur B1
trajectoire B2
trajet B2
tram A1
tranche B1
trancher B2
tranquille B1
tranquillite B2
trans- B2
transformation B1
transformer B2
translation B2
transmettre A2
transport A2
transporter B1
transversal B2
trapeze B2
traumatisme B2
travail A1.1
"travail a plein temps" B1
"travail au noir" B2
travailler A1.1
travailleur B2
travaux B1
"travaux diriges TD" B2
"travaux pratiques  TP" B2
travers B1
traversee B1
traverser A2
trekking B2
trempe B1
trentaine B2
tres A1
"tres bien" B2
tresorier B2
tri B2
triangle B1
triangulaire B1
tribord B2
tribunal A2
tribune B2
triceps B2
tricot B2
trier B1
trilingue B1
trimaran B2
trimestre B1
trimestriel B2
trio B2
triomphal B2
triomphalement B2
triomphe B2
triompher B2
triple B2
triples B2
triste A1
tristesse A2
trois A1
"trois quarts  " B1
"trois quarts d'heure" B1
troisieme A1
"troisieme age" B1
trop A1.1
"trop peu" B2
tropical B1
tropique B1
trot B2
trotter B2
trottinette B2
trou B2
trouille B2
troupeau B2
trousse A1.1
"trousse " A1
trouve B2
trouver A2
truite B2
T-shirt A1
tube A2
tuberculeux B2
tuberculose B2
tulipe A2
tumeur B2
tunnel B1
turbulent B2
turquoise B2
tympan B2
type B1
typhon B2
typique B1
ulcere B2
ulterieur B2
ultra- B2
un B2
"un autre" B2
"un gout de" B2
"un peu" A1
"un peu de" A2
"un peu partout" B2
"un tiers" B2
"une fois" B2
uniforme B1
union B2
"union libre" B2
unique B1
unir B1
unite B2
"unite de valeur" B2
universel B1
universitaire B2
universite A1
urbain B2
urbanisme B2
urgences A1
"urgences 112" B1
urne B2
urologue B2
usage B2
usage B2
use B2
usine A1
utile A1
utilement B2
utiliser A2
utilite B1
vacances A1.1
vacancier B1
vacataire B2
